ID,SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,CITY,STATE,ZIP,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS.ON.MARKET,X..SQUARE.FEET,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
19473,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11220,6,3,Brooklyn,1607,1607,1910,34,1120,NA,Active,,,MLSLI,N,Y,40.6,-74
19474,New Construction Plan,NA,Single Family Residential,Orlando,FL,32820,4,3.5,Lake Pickett Reserve,3427,NA,NA,NA,124,NA,Active,,,NewHomeSource.com,N,Y,28.6,-81.1
19475,MLS Listing,NA,Single Family Residential,Staten Island,NY,10304,2,3,Stapleton,1104,1500,1900,26,258,NA,Active,,,SIBORMLS,N,Y,40.6,-74.1
19476,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11226,2,1,Brooklyn,4717,2050,1932,56,399,NA,Active,,,BNYMLS,N,Y,40.6,-74
19477,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1.5,The Four Ambassadors Cond,998,NA,1968,35,219,739,Active,,,MARMLS,N,Y,25.8,-80.2
19478,MLS Listing,NA,Single Family Residential,Miami,FL,33184,4,4,Sweetwater Ests Sub,4776,35420,2001,19,270,NA,Active,,,MARMLS,N,Y,25.8,-80.4
19479,MLS Listing,NA,Single Family Residential,Miami,FL,33175,6,5,Coral West Homes,3600,8250,2006,776,197,NA,Active,,,MARMLS,N,Y,25.7,-80.4
19480,MLS Listing,NA,Condo/Co-op,Kew Garden Hills,NY,11367,2,2,Union Turnpike Mansion,893,NA,2018,21,760,330,Active,March-7-2018 12:30 PM,March-7-2018 03:30 PM,MLSLI,N,Y,40.7,-73.8
19481,MLS Listing,NA,Condo/Co-op,Miami,FL,33179,3,2,Chantilly Condo,1680,NA,1981,146,89,834,Active,,,MARMLS,N,Y,26,-80.2
19482,MLS Listing,NA,Multi-Family (2-4 Unit),Atlanta,GA,30312,NA,NA,Grant Park,NA,23783,1990,16,NA,NA,Active,,,GAMLS,N,Y,33.7,-84.4
19483,MLS Listing,NA,Condo/Co-op,call Listing Agent,NY,11207,2,1.5,Brooklyn,836,NA,1966,9,359,550,Active,,,HGMLS,N,Y,40.7,-73.9
19484,MLS Listing,NA,Single Family Residential,Rancho Santa Margarita,CA,92679,4,3,DC - Dove Canyon,2731,7475,1990,23,335,275,Active,March-10-2018 11:00 AM,March-10-2018 05:00 PM,CRMLS,N,Y,33.6,-117.6
19485,MLS Listing,NA,Single Family Residential,Lake Forest,CA,92630,5,5.5,BK - Baker Ranch,3469,7448,2017,90,735,158,Active,March-11-2018 12:00 AM,March-11-2018 11:59 PM,CRMLS,N,Y,33.7,-117.7
19486,MLS Listing,NA,Single Family Residential,Cary,NC,27519,5,5,Wake,3705,6969,2017,242,135,102,Active,,,TMLS,N,Y,35.8,-78.9
19487,MLS Listing,NA,Single Family Residential,Miami,FL,33138,3,2,Michelle Heights,2241,8128,1957,3,301,NA,Active,March-10-2018 11:00 AM,March-10-2018 03:00 PM,GFLMLS,N,Y,25.9,-80.2
19488,MLS Listing,NA,Single Family Residential,Miami,FL,33170,3,4,Unincorporated,2392,38333,1979,28,180,NA,Active,,,MARMLS,N,Y,25.6,-80.5
19489,MLS Listing,NA,Vacant Land,Jacksonville,FL,32219,NA,NA,Trout River,NA,NA,NA,26,NA,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
19490,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30350,5,6.5,Meadow Gate,4728,30056,2005,148,211,33,Active,,,GAMLS,N,Y,34,-84.3
19491,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32223,5,3.5,Fairbanks Grant,3929,NA,1983,324,331,NA,Active,,,NEFLMLS,N,Y,30.2,-81.7
19492,New Construction Plan,NA,Single Family Residential,Chapel Hill,NC,27517,4,2.5,Legacy at Jordan Lake,3032,NA,NA,NA,122,NA,Active,,,NewHomeSource.com,N,Y,35.9,-79.1
19493,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,2,Nine At Mbv,1224,NA,2015,212,473,800,Active,,,MARMLS,N,Y,25.8,-80.2
19494,MLS Listing,NA,Single Family Residential,Baltimore,MD,21206,4,1.5,Cedmont,1710,7183,1932,2,111,NA,Active,,,MRIS,N,Y,39.3,-76.5
19495,MLS Listing,NA,Townhouse,Staten Island,NY,10303,3,3,Mariners Harbor,2312,4000,1940,37,346,NA,Active,,,SIBORMLS,N,Y,40.6,-74.2
19496,MLS Listing,NA,Townhouse,Jacksonville,FL,32209,3,2,Washington Heights,1102,NA,1962,11,24,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
19497,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32224,3,2.5,Coastal Cove,2520,NA,2018,27,151,67,Active,,,NEFLMLS,N,Y,30.3,-81.6
19498,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30326,1,1.5,Ritz Carlton Residences,1315,NA,2010,167,551,1016,Active,,,GAMLS,N,Y,33.9,-84.4
19499,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11208,4,1,Brooklyn,NA,2200,1920,56,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.9
19500,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32224,5,4.5,Osprey Pointe,3461,NA,1997,53,110,53,Active,,,NEFLMLS,N,Y,30.3,-81.5
19501,MLS Listing,NA,Condo/Co-op,Rancho Santa Margarita,CA,92688,2,2,R2 - Rancho Santa Margarita Central,1170,2335,1991,28,359,309,Active,,,CRMLS,N,Y,33.6,-117.6
19502,MLS Listing,NA,Single Family Residential,Far Rockaway,NY,11691,3,1.5,Far Rockaway,NA,1988,1940,69,NA,NA,Active,,,MLSLI,N,Y,40.6,-73.7
19503,MLS Listing,NA,Townhouse,Atlanta,GA,30309,2,2.5,City Park Townhomes,NA,NA,2006,1,NA,NA,Active,,,FMLS,N,Y,33.8,-84.4
19504,MLS Listing,NA,Single Family Residential,West Miami,FL,33155,4,3,Ivywild,2079,10797,1949,19,211,NA,Active,,,MARMLS,N,Y,25.8,-80.3
19505,MLS Listing,NA,Single Family Residential,Miami,FL,33145,3,2,Shenandoah Manor Sec B,2183,6500,1938,107,345,NA,Active,,,MARMLS,N,Y,25.8,-80.2
19506,MLS Listing,NA,Single Family Residential,Watertown,CT,6779,3,2.5,Oakville,2746,31363,2011,40,143,NA,Active,,,Smart MLS,N,Y,28.4,-81.5
19507,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32254,3,1,Easterville,924,NA,1964,106,65,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
19508,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,Four Seasons Res,1747,NA,2003,142,501,2222,Active,,,MARMLS,N,Y,25.8,-80.2
19509,MLS Listing,NA,Townhouse,Huntington Beach,CA,92649,3,3,17 - Northwest Huntington Beach,1890,1503,1974,2,555,475,Active,March-11-2018 01:00 PM,March-11-2018 05:00 PM,CRMLS,N,Y,33.7,-118.1
19510,MLS Listing,NA,Single Family Residential,Raleigh,NC,27608,4,5,Hayes Barton,4391,17859,1939,231,326,NA,Active,,,TMLS,N,Y,35.8,-78.7
19511,MLS Listing,NA,Multi-Family (2-4 Unit),Santa Ana,CA,92701,8,4,69 - Santa Ana South of First,3456,6098,1957,180,242,NA,Active,,,CRMLS,N,Y,33.7,-117.9
19512,MLS Listing,NA,Multi-Family (2-4 Unit),Jamaica,NY,11435,5,4.5,Jamaica,285052,4000,1931,78,3,NA,Active,,,MLSLI,N,Y,40.7,-73.8
19513,MLS Listing,NA,Multi-Family (2-4 Unit),Atlanta,GA,30310,NA,NA,,NA,9147,1955,13,NA,NA,Active,,,GAMLS,N,Y,33.7,-84.4
19514,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2.5,Marquis Condo,1647,NA,2009,13,458,1350,Active,,,MARMLS,N,Y,25.8,-80.2
19515,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,One Miami,846,NA,2005,1106,496,432,Active,,,MARMLS,N,Y,25.8,-80.2
19516,MLS Listing,NA,Single Family Residential,Atlanta,GA,30349-4469,3,2.5,,NA,10890,1971,33,NA,NA,Active,,,GAMLS,N,Y,33.6,-84.5
19517,MLS Listing,NA,Single Family Residential,Orlando,FL,32804,2,1,Orlando,741,8907,1955,1,255,NA,Active,,,MFRMLS,N,Y,28.6,-81.4
19518,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32222,4,3.5,Fox Creek,2896,NA,NA,NA,94,NA,Active,,,DR Horton,N,Y,30.2,-81.8
19519,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,,790,NA,2014,1197,354,686,Active,,,MARMLS,N,Y,25.8,-80.2
19520,MLS Listing,NA,Condo/Co-op,Miami,FL,33126,2,1.5,Las Villas De Fountainble,868,NA,1998,105,200,NA,Active,,,MARMLS,N,Y,25.8,-80.3
19521,New Construction Plan,NA,Single Family Residential,Chapel Hill,NC,27516,3,2,Briar Chapel,2131,NA,NA,NA,218,NA,Active,,,NewHomeSource.com,N,Y,35.8,-79.1
19522,MLS Listing,NA,Vacant Land,Atlanta,GA,30327,NA,NA,Buckhead,NA,65340,NA,631,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
19523,MLS Listing,NA,Single Family Residential,Atlanta,GA,30316,4,2.5,Ormewood Park,NA,NA,2017,21,NA,NA,Active,,,FMLS,N,Y,33.7,-84.3
19524,New Construction Plan,NA,Single Family Residential,Raleigh,NC,27612,4,3.5,Hamptons at Umstead,4001,NA,NA,NA,177,NA,Active,,,NewHomeSource.com,N,Y,35.8,-78.7
19525,MLS Listing,NA,Multi-Family (5+ Unit),Flushing,NY,11354,15,9,Flushing,NA,3614,2001,56,NA,NA,Active,,,MLSLI,N,Y,40.8,-73.8
19526,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32222,4,2.5,Sandlers Preserve,2427,NA,2007,11,93,40,Active,,,NEFLMLS,N,Y,30.2,-81.8
19527,MLS Listing,NA,Single Family Residential,Baltimore,MD,21229,6,2,Irvington,2048,2975,1920,31,59,NA,Active,,,MRIS,N,Y,39.3,-76.7
19528,MLS Listing,NA,Single Family Residential,Raleigh,NC,27604,5,3,Neuse River Estates,4308,6969,2016,27,87,20,Active,,,TMLS,N,Y,35.8,-78.5
19529,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32210,5,2.5,St Johns Park,3389,NA,1945,183,123,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
19530,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,The Plaza At Brickel,639,NA,2008,92,501,390,Active,,,MARMLS,N,Y,25.8,-80.2
19531,MLS Listing,NA,Townhouse,Baltimore,MD,21224,2,1,Patterson Park/highlandtown,960,1307,1925,14,60,NA,Active,,,MRIS,N,Y,39.3,-76.6
19532,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,2.5,Ivy Condo,1274,NA,2008,279,298,834,Active,,,MARMLS,N,Y,25.8,-80.2
19533,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,4,4,Marina Blue Condo,4198,NA,2008,159,1167,2592,Active,,,MARMLS,N,Y,25.8,-80.2
19534,MLS Listing,NA,Single Family Residential,Ladera Ranch,CA,92694,4,2.5,LD - Ladera Ranch,2588,4421,2003,26,354,169,Active,March-10-2018 01:00 PM,March-10-2018 04:00 PM,CRMLS,N,Y,33.5,-117.6
19535,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1.5,Three Tequesta Point,1087,NA,2001,301,492,698,Active,,,MARMLS,N,Y,25.8,-80.2
19536,MLS Listing,NA,Townhouse,Baltimore,MD,21223,2,1,Union Square,NA,670,1900,27,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
19537,MLS Listing,NA,Single Family Residential,Durham,NC,27712,5,3,Latta Woods,3043,10018,2006,76,95,27,Active,,,TMLS,N,Y,36.1,-78.9
19538,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,3,2,Nine At Mary Brickell V,1596,NA,2015,208,533,887,Active,,,MARMLS,N,Y,25.8,-80.2
19539,MLS Listing,NA,Single Family Residential,Atlantic Beach,FL,32233,4,3.5,Atlantic Beach Cc,3750,NA,2017,513,238,50,Active,,,NEFLMLS,N,Y,30.3,-81.4
19540,MLS Listing,NA,Townhouse,Baltimore,MD,21224,2,2,Patterson Park,1304,NA,1922,33,92,NA,Active,,,MRIS,N,Y,39.3,-76.6
19541,MLS Listing,NA,Townhouse,Jacksonville,FL,32246,2,1.5,Alden Trace,903,NA,1986,12,111,NA,Active,,,NEFLMLS,N,Y,30.3,-81.5
19542,MLS Listing,NA,Single Family Residential,Fullerton,CA,92832,5,3,Fullerton,2160,8280,1955,27,338,NA,Active,,,TheMLS,N,Y,33.9,-117.9
19543,MLS Listing,NA,Single Family Residential,Atlanta,GA,30317-1325,3,3.5,Kirkwood,NA,8712,2018,48,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.3
19544,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27517,4,3,Orange,2802,87120,1987,5,178,NA,Active,,,TMLS,N,Y,35.9,-79.1
19545,MLS Listing,NA,Single Family Residential,Irvine,CA,92620,4,3,NW - Northwood,2900,5200,1979,20,412,130,Active,,,CRMLS,N,Y,33.7,-117.8
19546,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32277,3,2,Lake Lucina,1535,NA,1957,143,91,NA,Active,,,NEFLMLS,N,Y,30.4,-81.6
19547,MLS Listing,NA,Single Family Residential,Miami,FL,33180,4,2,Skyknoll Estates Rep,2238,8286,1967,203,268,NA,Active,,,MARMLS,N,Y,26,-80.2
19548,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,3,3,Miami,1601,NA,2015,321,369,752,Active,,,GFLMLS,N,Y,25.8,-80.2
19549,MLS Listing,NA,Townhouse,Miami,FL,33183,4,2.5,Kendale Lk Townhouse Cond,1582,NA,1971,90,126,387,Active,,,MARMLS,N,Y,25.7,-80.4
19550,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,2,2,Icon Bay Condo,1143,NA,2015,123,525,653,Active,,,MARMLS,N,Y,25.8,-80.2
19551,MLS Listing,NA,Townhouse,Baltimore,MD,21223,3,1,Carrollton Ridge,NA,NA,1915,623,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
19552,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,3,Echo Brickell,1802,NA,2017,34,1826,2267,Active,,,MARMLS,N,Y,25.8,-80.2
19553,MLS Listing,NA,Vacant Land,BALTIMORE,MD,21225,NA,NA,BALTIMORE,NA,20473,1899,132,NA,NA,Active,,,BRIGHT MLS,N,Y,39.2,-76.6
19554,MLS Listing,NA,Multi-Family (5+ Unit),Brooklyn,NY,11224,17,6,Coney Island,5400,3563,1920,28,315,NA,Active,,,SIBORMLS,N,Y,40.6,-74
19555,MLS Listing,NA,Single Family Residential,Cary,NC,27519,6,6,Copperleaf,4710,20037,2009,253,201,140,Active,,,TMLS,N,Y,35.8,-78.9
19556,MLS Listing,NA,Single Family Residential,Baltimore,MD,21229,3,2,Westgate,1544,4961,1930,8,152,NA,Active,,,MRIS,N,Y,39.3,-76.7
19557,MLS Listing,NA,Single Family Residential,Newport Beach,CA,92663,3,3,N8 - West Newport - Lido,2722,2300,2016,229,1139,160,Active,March-10-2018 01:00 PM,March-10-2018 04:00 PM,CRMLS,N,Y,33.6,-117.9
19558,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,Centro,526,NA,2016,107,589,373,Active,,,MARMLS,N,Y,25.8,-80.2
19559,New Construction Home,NA,Single Family Residential,Atlanta,GA,30318,4,4.5,The Enclave on Collier,4535,NA,2017,349,203,NA,Active,,,NewHomeSource.com,N,Y,33.8,-84.4
19560,MLS Listing,NA,Condo/Co-op,Bronx,NY,10471,1,1,Riverdale,750,NA,1950,21,293,NA,Active,,,HGMLS,N,Y,40.9,-73.9
19561,MLS Listing,NA,Vacant Land,Atlanta,GA,30315,NA,NA,,NA,548856,NA,37,NA,NA,Active,,,GAMLS,N,Y,33.7,-84.4
19562,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32218,4,2.5,Cedar Bay Heights,2452,NA,2014,20,106,30,Active,,,NEFLMLS,N,Y,30.4,-81.6
19563,MLS Listing,NA,Single Family Residential,Brooklyn,NY,11203,3,2,East Flatbush,NA,1783,1930,69,NA,NA,Active,,,MLSLI,N,Y,40.6,-73.9
19564,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,Echo Brickell,1091,NA,2016,54,1054,1100,Active,,,MARMLS,N,Y,25.8,-80.2
19565,MLS Listing,NA,Townhouse,Atlanta,GA,30318,2,2.5,Atlantic Station,NA,NA,2005,15,NA,NA,Active,,,FMLS,N,Y,33.8,-84.4
19566,MLS Listing,NA,Vacant Land,Jacksonville,FL,32224,NA,NA,,NA,NA,NA,1245,NA,1450,Active,,,NEFLMLS,N,Y,30.3,-81.5
19567,MLS Listing,NA,Townhouse,Fairfax,VA,22030,1,1,Mount Vineyard,1152,NA,2018,9,406,337,Active,,,MRIS,N,Y,38.9,-77.3
19568,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,3,1010 Brickell,NA,NA,2017,33,NA,700,Active,,,MARMLS,N,Y,25.8,-80.2
19569,New Construction Plan,NA,Single Family Residential,Chapel Hill,NC,27516,4,3.5,Claremont,3593,NA,NA,NA,161,NA,Active,,,NewHomeFeed,N,Y,35.9,-79.1
19570,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,2,2,Blue Condo,1158,NA,2005,215,358,900,Active,,,MARMLS,N,Y,25.8,-80.2
19571,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,Brickell On The River,1267,NA,2006,684,375,767,Active,,,MARMLS,N,Y,25.8,-80.2
19572,MLS Listing,NA,Single Family Residential,Chesterfield,VA,23234,3,2,Braxton,1936,6969,1999,380,141,165,Active,NA,NA,CVRMLS,N,Y,37.4,-77.5
19573,MLS Listing,NA,Single Family Residential,Miami,FL,33185,6,3,Bismark Homes At Venezia,3649,5045,2003,32,159,33,Active,,,South Broward MLS,N,Y,25.7,-80.4
19574,MLS Listing,NA,Single Family Residential,Laguna Beach,CA,92651,4,4.5,LV - Laguna Village,3156,4792,1923,64,832,NA,Active,,,CRMLS,N,Y,33.5,-117.8
19575,MLS Listing,NA,Condo/Co-op,Miami,FL,33172,2,2,Bleau Grotto,990,NA,1972,47,207,230,Active,,,MARMLS,N,Y,25.8,-80.3
19576,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1.75,LW - Laguna Woods,1007,1007,1964,1,218,578,Active,,,CRMLS,N,Y,33.6,-117.7
19577,MLS Listing,NA,Single Family Residential,Durham,NC,27713,3,3,Jordan at Southpoint,2356,11761,2017,2,176,67,Active,,,TMLS,N,Y,35.9,-78.9
19578,MLS Listing,NA,Single Family Residential,Fullerton,CA,92835,3,2.5,83 - Fullerton,1904,7455,1964,20,446,NA,Active,March-10-2018 01:00 PM,March-10-2018 04:00 PM,CRMLS,N,Y,33.9,-117.9
19579,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32217,2,1,San Jose Village,864,NA,1981,23,99,NA,Active,,,NEFLMLS,N,Y,30.2,-81.6
19580,New Construction Home,NA,Multi-Family (2-4 Unit),Dana Point,CA,92629,3,2,South Cove,NA,NA,2018,32,NA,NA,Active,,,NewHomeSource.com,N,Y,33.5,-117.7
19581,MLS Listing,NA,Single Family Residential,San Clemente,CA,92673,5,5.5,TL - Talega,4468,6355,2007,44,324,200,Active,March-10-2018 01:00 PM,March-10-2018 04:00 PM,CRMLS,N,Y,33.5,-117.6
19582,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,1,1.5,Wind By Neo,820,NA,2008,512,372,690,Active,,,MARMLS,N,Y,25.8,-80.2
19583,MLS Listing,NA,Townhouse,Cary,NC,27513,3,3,Wake,2104,2831,2018,251,174,133,Active,,,TMLS,N,Y,35.8,-78.8
19584,MLS Listing,NA,Townhouse,Baltimore,MD,21212,4,2,Baltimore City,1200,NA,1952,96,88,NA,Active,,,MRIS,N,Y,39.4,-76.6
19585,MLS Listing,NA,Single Family Residential,Miami,FL,33175,3,2,My First Home,1645,5000,1989,12,206,NA,Active,,,MARMLS,N,Y,25.7,-80.4
19586,MLS Listing,NA,Townhouse,Orlando,FL,32824,4,2.5,Orlando,2465,2850,2014,20,108,185,Active,,,MFRMLS,N,Y,28.4,-81.3
19587,MLS Listing,NA,Single Family Residential,Brookhaven,GA,30319,5,4,North Syland,NA,13068,2017,159,NA,NA,Active,,,FMLS,N,Y,33.9,-84.3
19588,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32222,5,3.5,Fox Creek,3528,NA,2018,16,98,56,Active,,,NEFLMLS,N,Y,30.2,-81.8
19589,MLS Listing,NA,Condo/Co-op,Orlando,FL,32837,1,1,Orlando,861,10587,1997,34,150,190,Active,,,MFRMLS,N,Y,28.4,-81.4
19590,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,The Mark,750,NA,2001,55,440,642,Active,,,MARMLS,N,Y,25.8,-80.2
19591,MLS Listing,NA,Vacant Land,Raleigh,NC,27601,NA,NA,Wake,NA,5227,NA,29,NA,NA,Active,,,TMLS,N,Y,35.8,-78.6
19592,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11220,23,9,Brooklyn,7140,2504,1931,106,371,NA,Active,,,BNYMLS,N,Y,40.6,-74
19593,MLS Listing,NA,Condo/Co-op,Miami,FL,33144,1,1,Marbella,726,NA,1973,21,205,13,Active,,,MARMLS,N,Y,25.8,-80.3
19594,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,Icon Brickell,1327,NA,2009,54,467,715,Active,,,MARMLS,N,Y,25.8,-80.2
19595,MLS Listing,NA,Vacant Land,Raleigh,NC,27613,NA,NA,Wake,NA,88862,NA,261,NA,NA,Active,,,TMLS,N,Y,36,-78.7
19596,MLS Listing,NA,Condo/Co-op,Corona del Mar,CA,92625,2,2.5,CS - Corona Del Mar - Spyglass,1387,NA,2015,29,1218,NA,Active,,,CRMLS,N,Y,33.6,-117.9
19597,MLS Listing,NA,Condo/Co-op,Miami,FL,33126,2,2,Palm Court Of Miami,1050,NA,1987,2,171,138,Active,,,MARMLS,N,Y,25.8,-80.3
19598,MLS Listing,NA,Condo/Co-op,Flushing,NY,11354,1,1,Mitchell Garden,NA,NA,1951,2,NA,NA,Active,March-10-2018 01:00 PM,March-10-2018 03:00 PM,MLSLI,N,Y,40.8,-73.8
19599,MLS Listing,NA,Condo/Co-op,E. Elmhurst,NY,11370,2,1,Garden Bay Manor,840,NA,1940,6,594,580,Active,,,MLSLI,N,Y,40.8,-73.9
19600,MLS Listing,NA,Condo/Co-op,Baltimore,MD,21210,1,1,Roland Park,1500,NA,1910,148,39,715,Active,,,MRIS,N,Y,39.3,-76.6
19601,MLS Listing,NA,Single Family Residential,Jamaica,NY,11433,3,2.5,Jamaica,1100,2500,1920,88,436,NA,Active,,,MLSLI,N,Y,40.7,-73.8
19602,MLS Listing,NA,Single Family Residential,Atlanta,GA,30331,5,3,Wyncreek Estates,NA,NA,2017,9,NA,NA,Active,,,FMLS,N,Y,33.7,-84.6
19603,MLS Listing,NA,Single Family Residential,Santa Ana,CA,92704,3,1.75,69 - Santa Ana South of First,1302,6000,1963,13,407,NA,Active,,,CRMLS,N,Y,33.7,-117.9
19604,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32257,4,4,Beauclerc Bluff,4066,NA,1970,363,368,NA,Active,,,NEFLMLS,N,Y,30.2,-81.6
19605,MLS Listing,NA,Single Family Residential,Miami,FL,33145,3,3,Shenandoah Manor Sec A,1537,NA,1939,142,357,NA,Active,,,MARMLS,N,Y,25.8,-80.2
19606,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32218,4,3,Bainebridge Estates,2950,NA,NA,NA,97,NA,Active,,,NewHomeSource.com,N,Y,30.5,-81.6
19607,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30339,3,3.5,Greystone At Vinings,NA,NA,2005,7,NA,NA,Active,,,FMLS,N,Y,33.9,-84.5
19608,MLS Listing,NA,Single Family Residential,Orlando,FL,32832,5,3,Orlando,3438,6001,2008,4,97,91,Active,,,MFRMLS,N,Y,28.4,-81.2
19609,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,2,The Ivy Condo,1087,NA,2008,28,322,616,Active,,,MARMLS,N,Y,25.8,-80.2
19610,MLS Listing,NA,Condo/Co-op,Sweetwater,FL,33172,2,2,Nuvosuites,637,NA,2008,43,351,708,Active,,,MARMLS,N,Y,25.8,-80.4
19611,MLS Listing,NA,Condo/Co-op,Miami,FL,33129,1,1,Leparc At Brickell,705,NA,2016,513,433,577,Active,,,MARMLS,N,Y,25.8,-80.2
19612,MLS Listing,NA,Vacant Land,Miami,FL,33157,NA,NA,Plat Of Blocks 2 3 4 5,NA,3680,NA,1,NA,NA,Active,,,MARMLS,N,Y,25.6,-80.4
19613,MLS Listing,NA,Vacant Land,Raleigh,NC,27615,NA,NA,To Be Added,NA,59677,NA,19,NA,NA,Active,,,TMLS,N,Y,35.6,-78.7
19614,MLS Listing,NA,Vacant Land,Brookhaven,GA,30319-2869,NA,NA,,NA,NA,NA,147,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.3
19615,MLS Listing,NA,Single Family Residential,Garden Grove,CA,92840,4,2,"64 - Garden Grove E of Euclid, W of Harbor",2036,7425,1953,79,361,NA,Active,March-11-2018 01:00 PM,March-11-2018 04:30 PM,CRMLS,N,Y,33.8,-117.9
19616,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30308-1280,1,1,Spire,744,NA,2005,21,369,27,Active,,,GAMLS,N,Y,33.8,-84.4
19617,MLS Listing,NA,Multi-Family (2-4 Unit),Bronx,NY,10452,0,NA,Bronx,2340,2382,1899,64,197,NA,Active,,,HGMLS,N,Y,40.8,-73.9
19618,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27516,5,3,Northwood,3058,8276,1996,569,147,NA,Active,,,TMLS,N,Y,36,-79.1
19619,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32244,4,2,Westland Oaks,1883,NA,2007,109,115,21,Active,,,NEFLMLS,N,Y,30.2,-81.8
19620,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30327,3,3.5,Chastain Park,NA,106286,1958,121,NA,NA,Active,,,FMLS,N,Y,33.9,-84.4
19621,New Construction Plan,NA,Single Family Residential,Orlando,FL,32827,4,3.5,The Preserve at Laureate Park,3342,NA,NA,NA,150,NA,Active,,,NewHomeSource.com,N,Y,28.4,-81.3
19622,MLS Listing,NA,Multi-Family (2-4 Unit),Jacksonville,FL,32207,4,2,San Marco,2792,NA,1941,34,174,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
19623,MLS Listing,NA,Townhouse,Huntington Beach,CA,92646,3,1.5,14 - South Huntington Beach,1100,946,1963,14,399,240,Active,,,CRMLS,N,Y,33.7,-118
19624,MLS Listing,NA,Condo/Co-op,Miami,FL,33183,3,2.5,Taracoma,1737,NA,1974,210,144,NA,Active,,,MARMLS,N,Y,25.7,-80.4
19625,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11204,5,2.5,Brooklyn,1764,2200,1925,118,791,NA,Active,,,BNYMLS,N,Y,40.6,-74
